user_id,timestamp,prompt_idx,day,ema,true_sigma,true_rho,true_expected_mssd,ema_diff_squared,observed_mssd,user_threshold,send_prompt,decision_reason
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:00:00,0,0,2.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,,,,False,missing or insufficient EMA data
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:01:00,1,0,1.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,1.0,1.0,,False,insufficient within-person history
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:02:00,2,0,3.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,4.0,2.5,,False,insufficient within-person history
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:03:00,3,0,3.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,0.0,1.6666666666666667,,False,insufficient within-person history
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:04:00,4,0,3.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,0.0,1.3333333333333333,2.166666666666667,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:05:00,5,1,3.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,0.0,0.0,2.0000000000000004,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:06:00,6,1,3.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,0.0,0.0,1.8333333333333335,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:07:00,7,1,3.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,0.0,0.0,1.6666666666666667,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:08:00,8,1,3.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,0.0,0.0,1.6000000000000003,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:09:00,9,1,3.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,0.0,0.0,1.5333333333333334,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:10:00,10,2,4.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,1.0,0.3333333333333333,1.4666666666666668,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:11:00,11,2,4.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,0.0,0.3333333333333333,1.4,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:12:00,12,2,3.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,1.0,0.6666666666666666,1.3333333333333333,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:13:00,13,2,4.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,1.0,0.6666666666666666,1.2666666666666668,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:14:00,14,2,4.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,0.0,0.6666666666666666,1.2000000000000004,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:15:00,15,3,5.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,1.0,0.6666666666666666,1.1333333333333333,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:16:00,16,3,,0.9322224429833348,0.7054731611508764,0.5119104324020721,,0.5,1.066666666666667,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:17:00,17,3,4.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,,1.0,1.0,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:18:00,18,3,3.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,1.0,1.0,1.0,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:19:00,19,3,3.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,0.0,0.5,1.0,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:20:00,20,4,4.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,1.0,0.6666666666666666,1.0,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:21:00,21,4,4.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,0.0,0.3333333333333333,1.0,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:22:00,22,4,4.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,0.0,0.3333333333333333,1.0,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:23:00,23,4,4.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,0.0,0.0,1.0,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:24:00,24,4,4.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,0.0,0.0,1.0,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:25:00,25,5,3.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,1.0,0.3333333333333333,1.0,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:26:00,26,5,3.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,0.0,0.3333333333333333,1.0,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:27:00,27,5,3.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,0.0,0.3333333333333333,1.0,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:28:00,28,5,3.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,0.0,0.0,0.9333333333333336,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:29:00,29,5,3.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,0.0,0.0,0.8666666666666671,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:30:00,30,6,4.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,1.0,0.3333333333333333,0.8000000000000007,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:31:00,31,6,3.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,1.0,0.6666666666666666,0.7333333333333343,False,below within-person threshold
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:32:00,32,6,4.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,1.0,1.0,0.6666666666666666,True,prompt sent
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:33:00,33,6,3.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,1.0,1.0,0.9333333333333336,False,cooldown active
001a7c8f-a547-44c3-9531-dae8431536b9,2026-06-01 00:34:00,34,6,2.0,0.9322224429833348,0.7054731611508764,0.5119104324020721,1.0,1.0,1.0,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:00:00,0,0,3.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,,,,False,missing or insufficient EMA data
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:01:00,1,0,3.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,0.0,0.0,,False,insufficient within-person history
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:02:00,2,0,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,1.0,0.5,,False,insufficient within-person history
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:03:00,3,0,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,0.0,0.3333333333333333,,False,insufficient within-person history
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:04:00,4,0,3.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,1.0,0.6666666666666666,0.43333333333333335,True,prompt sent
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:05:00,5,1,3.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,0.0,0.3333333333333333,0.5666666666666667,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:06:00,6,1,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,1.0,0.6666666666666666,0.5333333333333333,False,cooldown active
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:07:00,7,1,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,0.0,0.3333333333333333,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:08:00,8,1,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,0.0,0.3333333333333333,0.6333333333333334,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:09:00,9,1,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,0.0,0.0,0.6000000000000001,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:10:00,10,2,3.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,1.0,0.3333333333333333,0.5666666666666667,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:11:00,11,2,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,1.0,0.6666666666666666,0.5333333333333333,False,cooldown active
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:12:00,12,2,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,0.0,0.6666666666666666,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:13:00,13,2,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,0.0,0.3333333333333333,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:14:00,14,2,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,0.0,0.0,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:15:00,15,3,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,0.0,0.0,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:16:00,16,3,3.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,1.0,0.3333333333333333,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:17:00,17,3,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,1.0,0.6666666666666666,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:18:00,18,3,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,0.0,0.6666666666666666,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:19:00,19,3,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,0.0,0.3333333333333333,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:20:00,20,4,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,0.0,0.0,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:21:00,21,4,3.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,1.0,0.3333333333333333,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:22:00,22,4,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,1.0,0.6666666666666666,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:23:00,23,4,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,0.0,0.6666666666666666,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:24:00,24,4,3.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,1.0,0.6666666666666666,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:25:00,25,5,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,1.0,0.6666666666666666,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:26:00,26,5,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,0.0,0.6666666666666666,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:27:00,27,5,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,0.0,0.3333333333333333,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:28:00,28,5,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,0.0,0.0,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:29:00,29,5,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,0.0,0.0,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:30:00,30,6,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,0.0,0.0,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:31:00,31,6,3.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,1.0,0.3333333333333333,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:32:00,32,6,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,1.0,0.6666666666666666,0.6666666666666666,False,below within-person threshold
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:33:00,33,6,3.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,1.0,1.0,0.6666666666666666,False,cooldown active
02eb1f74-9de3-4d21-8711-e3a357484e17,2026-06-01 00:34:00,34,6,2.0,0.38426933147557385,0.18153661109970903,0.24171338638375453,1.0,1.0,0.6666666666666666,False,cooldown active
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:00:00,0,0,1.0,1.1806675238945261,0.48380724835269695,1.439120409906831,,,,False,missing or insufficient EMA data
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:01:00,1,0,2.0,1.1806675238945261,0.48380724835269695,1.439120409906831,1.0,1.0,,False,insufficient within-person history
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:02:00,2,0,4.0,1.1806675238945261,0.48380724835269695,1.439120409906831,4.0,2.5,,False,insufficient within-person history
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:03:00,3,0,3.0,1.1806675238945261,0.48380724835269695,1.439120409906831,1.0,2.0,,False,insufficient within-person history
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:04:00,4,0,4.0,1.1806675238945261,0.48380724835269695,1.439120409906831,1.0,2.0,2.3,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:05:00,5,1,3.0,1.1806675238945261,0.48380724835269695,1.439120409906831,1.0,1.0,2.2,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:06:00,6,1,3.0,1.1806675238945261,0.48380724835269695,1.439120409906831,0.0,0.6666666666666666,2.1,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:07:00,7,1,4.0,1.1806675238945261,0.48380724835269695,1.439120409906831,1.0,0.6666666666666666,2.0,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:08:00,8,1,4.0,1.1806675238945261,0.48380724835269695,1.439120409906831,0.0,0.3333333333333333,2.0,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:09:00,9,1,4.0,1.1806675238945261,0.48380724835269695,1.439120409906831,0.0,0.3333333333333333,2.0,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:10:00,10,2,4.0,1.1806675238945261,0.48380724835269695,1.439120409906831,0.0,0.0,2.0,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:11:00,11,2,3.0,1.1806675238945261,0.48380724835269695,1.439120409906831,1.0,0.3333333333333333,2.0,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:12:00,12,2,5.0,1.1806675238945261,0.48380724835269695,1.439120409906831,4.0,1.6666666666666667,2.0,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:13:00,13,2,5.0,1.1806675238945261,0.48380724835269695,1.439120409906831,0.0,1.6666666666666667,1.9333333333333336,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:14:00,14,2,,1.1806675238945261,0.48380724835269695,1.439120409906831,,2.0,1.8666666666666671,True,prompt sent
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:15:00,15,3,,1.1806675238945261,0.48380724835269695,1.439120409906831,,0.0,2.0,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:16:00,16,3,,1.1806675238945261,0.48380724835269695,1.439120409906831,,,2.0,False,missing or insufficient EMA data
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:17:00,17,3,2.0,1.1806675238945261,0.48380724835269695,1.439120409906831,,,2.0,False,missing or insufficient EMA data
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:18:00,18,3,3.0,1.1806675238945261,0.48380724835269695,1.439120409906831,1.0,1.0,2.0,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:19:00,19,3,3.0,1.1806675238945261,0.48380724835269695,1.439120409906831,0.0,0.5,2.0,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:20:00,20,4,4.0,1.1806675238945261,0.48380724835269695,1.439120409906831,1.0,0.6666666666666666,1.9333333333333336,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:21:00,21,4,5.0,1.1806675238945261,0.48380724835269695,1.439120409906831,1.0,0.6666666666666666,1.8666666666666671,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:22:00,22,4,5.0,1.1806675238945261,0.48380724835269695,1.439120409906831,0.0,0.6666666666666666,1.8000000000000003,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:23:00,23,4,4.0,1.1806675238945261,0.48380724835269695,1.439120409906831,1.0,0.6666666666666666,1.7333333333333338,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:24:00,24,4,5.0,1.1806675238945261,0.48380724835269695,1.439120409906831,1.0,0.6666666666666666,1.6666666666666667,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:25:00,25,5,,1.1806675238945261,0.48380724835269695,1.439120409906831,,1.0,1.6666666666666667,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:26:00,26,5,,1.1806675238945261,0.48380724835269695,1.439120409906831,,1.0,1.6666666666666667,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:27:00,27,5,5.0,1.1806675238945261,0.48380724835269695,1.439120409906831,,,1.6666666666666667,False,missing or insufficient EMA data
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:28:00,28,5,5.0,1.1806675238945261,0.48380724835269695,1.439120409906831,0.0,0.0,1.6666666666666667,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:29:00,29,5,4.0,1.1806675238945261,0.48380724835269695,1.439120409906831,1.0,0.5,1.6666666666666667,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:30:00,30,6,4.0,1.1806675238945261,0.48380724835269695,1.439120409906831,0.0,0.3333333333333333,1.6666666666666667,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:31:00,31,6,3.0,1.1806675238945261,0.48380724835269695,1.439120409906831,1.0,0.6666666666666666,1.5333333333333339,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:32:00,32,6,2.0,1.1806675238945261,0.48380724835269695,1.439120409906831,1.0,0.6666666666666666,1.400000000000001,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:33:00,33,6,3.0,1.1806675238945261,0.48380724835269695,1.439120409906831,1.0,1.0,1.2666666666666682,False,below within-person threshold
057f411a-468a-4ffb-a88a-191bac9360ad,2026-06-01 00:34:00,34,6,3.0,1.1806675238945261,0.48380724835269695,1.439120409906831,0.0,0.6666666666666666,1.1333333333333353,False,below within-person threshold
0d2232f0-1d8d-456a-8401-80428adf73dc,2026-06-01 00:00:00,0,0,2.0,0.5691818671512572,0.22740680966601362,0.500590938117757,,,,False,missing or insufficient EMA data
0d2232f0-1d8d-456a-8401-80428adf73dc,2026-06-01 00:01:00,1,0,3.0,0.5691818671512572,0.22740680966601362,0.500590938117757,1.0,1.0,,False,insufficient within-person history
0d2232f0-1d8d-456a-8401-80428adf73dc,2026-06-01 00:02:00,2,0,2.0,0.5691818671512572,0.22740680966601362,0.500590938117757,1.0,1.0,,False,insufficient within-person history
0d2232f0-1d8d-456a-8401-80428adf73dc,2026-06-01 00:03:00,3,0,2.0,0.5691818671512572,0.22740680966601362,0.500590938117757,0.0,0.6666666666666666,,False,insufficient within-person history
0d2232f0-1d8d-456a-8401-80428adf73dc,2026-06-01 00:04:00,4,0,2.0,0.5691818671512572,0.22740680966601362,0.500590938117757,0.0,0.3333333333333333,1.0,False,below within-person threshold
0d2232f0-1d8d-456a-8401-80428adf73dc,2026-06-01 00:05:00,5,1,1.0,0.5691818671512572,0.22740680966601362,0.500590938117757,1.0,0.3333333333333333,1.0,False,below within-person threshold
0d2232f0-1d8d-456a-8401-80428adf73dc,2026-06-01 00:06:00,6,1,3.0,0.5691818671512572,0.22740680966601362,0.500590938117757,4.0,1.6666666666666667,1.0,True,prompt sent
0d2232f0-1d8d-456a-8401-80428adf73dc,2026-06-01 00:07:00,7,1,2.0,0.5691818671512572,0.22740680966601362,0.500590938117757,1.0,2.0,1.0,False,cooldown active
0d2232f0-1d8d-456a-8401-80428adf73dc,2026-06-01 00:08:00,8,1,2.0,0.5691818671512572,0.22740680966601362,0.500590938117757,0.0,1.6666666666666667,1.5333333333333339,False,cooldown active
0d2232f0-1d8d-456a-8401-80428adf73dc,2026-06-01 00:09:00,9,1,2.0,0.5691818671512572,0.22740680966601362,0.500590938117757,0.0,0.3333333333333333,1.6666666666666667,False,below within-person threshold
0d2232f0-1d8d-456a-8401-80428adf73dc,2026-06-01 00:10:00,10,2,3.0,0.5691818671512572,0.22740680966601362,0.500590938117757,1.0,0.3333333333333333,1.6666666666666667,False,below within-person threshold
0d2232f0-1d8d-456a-8401-80428adf73dc,2026-06-01 00:11:00,11,2,,0.5691818671512572,0.22740680966601362,0.500590938117757,,0.5,1.6666666666666667,False,below within-person threshold
0d2232f0-1d8d-456a-8401-80428adf73dc,2026-06-01 00:12:00,12,2,,0.5691818671512572,0.22740680966601362,0.500590938117757,,1.0,1.6666666666666667,False,below within-person threshold
0d2232f0-1d8d-456a-8401-80428adf73dc,2026-06-01 00:13:00,13,2,,0.5691818671512572,0.22740680966601362,0.500590938117757,,,1.5333333333333339,False,missing or insufficient EMA data
0d2232f0-1d8d-456a-8401-80428adf73dc,2026-06-01 00:14:00,14,2,,0.5691818671512572,0.22740680966601362,0.500590938117757,,,1.5333333333333339,False,missing or insufficient EMA data
