user_id,prompts_sent,average_mssd,max_mssd,average_threshold,max_threshold
001a7c8f-a547-44c3-9531-dae8431536b9,1,0.5637254901960784,2.5,1.1806451612903228,2.166666666666667
02eb1f74-9de3-4d21-8711-e3a357484e17,1,0.41666666666666663,1.0,0.6408602150537634,0.6666666666666666
057f411a-468a-4ffb-a88a-191bac9360ad,1,0.8655913978494624,2.5,1.8301075268817206,2.3
0d2232f0-1d8d-456a-8401-80428adf73dc,1,0.7741935483870968,2.0,1.3075268817204304,1.6666666666666667
0f69272f-b668-482b-a872-9a3de34c365f,1,0.6414141414141414,2.0,0.7935483870967742,1.2666666666666668
115de5f8-896f-4c30-9c53-9dfe03659e95,1,0.5,1.0,0.5849462365591398,0.6666666666666666
148bfd2a-0883-4a2a-bbb0-360fd3cddf05,1,1.1868686868686869,3.0,1.528888888888889,2.0
16b9aaba-ac1d-44d9-a69e-70635a7bad78,1,0.6060606060606061,1.6666666666666667,0.6752688172043011,0.8666666666666667
1ca43468-26fd-446f-adbe-8229aadb269c,0,0.631578947368421,1.0,1.0,1.0
1cda1960-31a5-4a8b-8ca3-42119d3b5301,1,1.4015151515151514,9.0,2.2752688172043016,3.9333333333333336
1e34d4e1-6ad7-4fc3-83f3-173f20d0a38d,1,0.47849462365591394,1.6666666666666667,0.5784946236559141,1.0
1f0ee205-fa6d-4ea8-8634-686aa02d5918,1,1.14367816091954,4.0,0.7741935483870968,1.1333333333333353
1fbd83ff-d5a4-4645-b1d3-42aafb090719,1,0.9583333333333333,3.0,1.182716049382716,1.4666666666666668
2378acc7-2ca2-49ae-98bb-18745e5092d3,1,0.7150537634408601,4.0,0.9763440860215055,1.0
24bdd3cf-5cb7-473c-81f1-7c689129714b,1,0.9080459770114943,4.0,1.7205128205128208,3.4000000000000004
279d7886-4e50-42b2-acbb-9ad2d5d96f53,1,0.29166666666666663,1.0,0.5022222222222222,0.8
28125514-3b84-4540-9d12-aac556b6453a,1,0.22916666666666666,1.0,0.08000000000000007,0.40000000000000036
29b38b0c-aaff-4deb-94cf-a8d94287198c,1,0.07971014492753623,1.0,0.006451612903225821,0.13333333333333344
2e1bd9ca-79be-4932-92a5-9866bb4da9c7,0,1.0416666666666665,4.0,2.458064516129032,3.4000000000000004
2f88b725-4265-4677-933e-77b3de25b27d,1,1.4195402298850575,4.0,1.930952380952381,2.200000000000001
31c3cae3-c482-4fb6-b885-273a795023c1,1,2.166666666666667,8.666666666666666,3.6387096774193557,5.933333333333334
32212613-3ddf-4c87-8e3c-948ca3fddaf5,1,1.4301075268817205,5.0,2.008602150537635,4.333333333333334
33c25e98-684a-4ebd-b391-cbe153811654,1,1.4833333333333334,4.666666666666667,2.0022222222222226,3.6666666666666665
366bc633-1942-427e-9d9e-f804c6778b63,1,0.7055555555555556,2.0,1.163440860215054,1.6666666666666667
3abf4fba-38a8-4210-9016-811f9d35292f,0,0.6439393939393939,1.0,1.0,1.0
4008c652-cb6e-4f4e-92a3-641ea659fb3d,1,1.84375,4.666666666666667,2.997849462365592,4.066666666666666
40c3c598-cd1a-41e4-98ad-809c5d29ea16,1,2.3273809523809526,5.666666666666667,2.9577777777777783,4.0
463ba607-9fdd-4386-8df1-06f7060e13c0,1,0.4733333333333334,1.6666666666666667,1.0064516129032257,1.1333333333333333
4b480a95-9581-43ea-9c7b-f79bdb0d2a1e,1,0.2685185185185185,1.0,0.5023809523809526,1.0
4c72cea6-b88d-4820-896a-855593ff1e52,0,0.7246376811594203,2.0,1.2696969696969698,1.8000000000000003
4df0dd8e-71c6-4be8-9a2e-9b11b6cbf026,1,0.3480392156862745,1.0,0.5827956989247312,0.8
5109546f-1325-4993-9c06-540257636f6b,1,0.9195402298850575,4.0,1.5827956989247314,1.6666666666666667
547725ce-8450-43b7-9b2a-590884d0f4d4,1,1.0123456790123457,2.5,1.6516129032258065,2.0
547a6430-a7cb-4960-881f-35ccf739ee43,1,0.44949494949494945,2.0,0.8430107526881722,1.0
57d582b1-4624-4bb5-a7b1-48a7aa477da6,1,0.2745098039215686,1.0,0.5827956989247312,0.6666666666666666
5b97f5ac-e2e7-42d7-ad74-fc1b9c50debc,1,1.8518518518518519,4.0,2.624444444444445,4.0
5fb7a86b-cc0f-4656-9fb9-38b764cf34a5,0,1.7133333333333334,4.0,4.0,4.0
6769cc6c-d178-42e1-958a-cd064ad124df,1,0.9705882352941176,3.3333333333333335,1.206451612903226,3.0
68b53919-458c-4147-a0e5-589b847b1a49,1,0.9947916666666666,3.3333333333333335,1.4397849462365595,2.0
6b9c29e3-5fc4-462c-9347-26e6417ad53b,1,1.1419753086419753,4.0,1.2333333333333336,1.7333333333333343
6c3fb004-dd4c-43aa-a424-5ea34c56956f,1,1.5178571428571428,6.333333333333333,3.112820512820513,4.866666666666667
6c7b6f4a-2c1c-43c5-8ba2-6c3a976a96b0,1,1.3480392156862744,4.0,2.7548387096774194,3.466666666666667
